type,catégorie,montant,mois
dépense,fonctionnement,484.38,6
dépense,fonctionnement,190.26,6
dépense,fonctionnement,58.02,6
dépense,fonctionnement,534.32,6
dépense,fonctionnement,32.46,6
dépense,fonctionnement,300.23,6
dépense,fonctionnement,20.56,6
dépense,fonctionnement,84.32,6
dépense,fonctionnement,537.6,6
dépense,fonctionnement,35.0,6
dépense,fonctionnement,315.93,6
dépense,fonctionnement,419.06,6
dépense,fonctionnement,64.42,6
dépense,fonctionnement,47.57,6
dépense,fonctionnement,347.66,6
dépense,fonctionnement,498.6,6
dépense,fonctionnement,37.55,6
dépense,fonctionnement,346.15,6
dépense,fonctionnement,436.85,6
dépense,fonctionnement,150.97,6
dépense,fonctionnement,173.75,6
dépense,fonctionnement,198.19,6
dépense,fonctionnement,199.48,6
dépense,fonctionnement,265.91,6
dépense,fonctionnement,353.14,6
dépense,fonctionnement,97.41,6
dépense,fonctionnement,279.02,6
dépense,fonctionnement,510.66,6
dépense,fonctionnement,317.5,6
dépense,salaires,2383.57,6
dépense,salaires,1818.89,6
dépense,salaires,2131.9,6
dépense,salaires,2122.23,6
dépense,salaires,1978.38,6
dépense,salaires,2396.45,6
dépense,salaires,1953.41,6
dépense,salaires,1907.45,6
dépense,salaires,1650.57,6
dépense,salaires,2396.04,6
dépense,salaires,2077.8,6
dépense,salaires,1985.67,6
dépense,salaires,1758.5,6
dépense,salaires,2203.37,6
dépense,salaires,1790.61,6
dépense,salaires,1704.65,6
dépense,salaires,1500.2,6
dépense,salaires,2369.92,6
dépense,salaires,1916.7,6
dépense,salaires,1953.92,6
recette,billetterie,110.0,6
recette,billetterie,170.0,6
recette,billetterie,240.0,6
recette,billetterie,290.0,6
recette,billetterie,80.0,6
recette,billetterie,180.0,6
recette,billetterie,370.0,6
recette,billetterie,300.0,6
recette,billetterie,100.0,6
recette,billetterie,330.0,6
recette,billetterie,390.0,6
recette,billetterie,150.0,6
recette,billetterie,20.0,6
recette,billetterie,270.0,6
recette,billetterie,360.0,6
recette,billetterie,90.0,6
recette,billetterie,60.0,6
recette,billetterie,80.0,6
recette,billetterie,70.0,6
recette,billetterie,200.0,6
recette,billetterie,200.0,6
recette,billetterie,270.0,6
recette,billetterie,370.0,6
recette,billetterie,40.0,6
recette,billetterie,200.0,6
recette,billetterie,340.0,6
recette,billetterie,10.0,6
recette,billetterie,20.0,6
recette,billetterie,60.0,6
recette,billetterie,350.0,6
recette,billetterie,180.0,6
recette,billetterie,130.0,6
recette,billetterie,340.0,6
recette,billetterie,380.0,6
recette,billetterie,280.0,6
recette,billetterie,310.0,6
recette,marketing,157.94,6
recette,marketing,517.63,6
recette,marketing,100.75,6
recette,marketing,274.82,6
recette,marketing,557.8,6
recette,marketing,168.91,6
recette,marketing,135.74,6
recette,marketing,269.0,6
recette,marketing,407.52,6
recette,marketing,499.89,6
recette,marketing,425.12,6
recette,marketing,452.98,6
recette,marketing,225.4,6
recette,marketing,534.65,6
recette,marketing,153.45,6
recette,marketing,140.38,6
recette,marketing,351.69,6
recette,marketing,168.54,6
recette,marketing,668.88,6
recette,marketing,466.48,6
recette,marketing,164.3,6
recette,sponsoring,1800.0,6
recette,sponsoring,100.0,6
recette,sponsoring,2000.0,6
recette,sponsoring,1600.0,6
recette,sponsoring,1800.0,6
recette,sponsoring,300.0,6
recette,sponsoring,1600.0,6
recette,sponsoring,1900.0,6
recette,sponsoring,1800.0,6
recette,sponsoring,800.0,6
recette,sponsoring,2100.0,6
dépense,autres_charges,307.87,7
dépense,autres_charges,124.72,7
dépense,autres_charges,217.69,7
dépense,autres_charges,120.18,7
dépense,autres_charges,322.9,7
dépense,autres_charges,279.36,7
dépense,autres_charges,234.99,7
dépense,autres_charges,177.2,7
dépense,autres_charges,100.14,7
dépense,autres_charges,100.21,7
dépense,autres_charges,210.61,7
dépense,autres_charges,100.19,7
dépense,autres_charges,121.51,7
dépense,autres_charges,213.89,7
dépense,autres_charges,264.56,7
dépense,autres_charges,179.52,7
dépense,autres_charges,174.97,7
dépense,autres_charges,100.85,7
dépense,autres_charges,100.67,7
dépense,autres_charges,342.5,7
dépense,autres_charges,329.91,7
dépense,autres_charges,136.17,7
dépense,autres_charges,172.92,7
dépense,autres_charges,317.96,7
dépense,autres_charges,110.82,7
dépense,déplacements,200.93,7
dépense,déplacements,1103.36,7
dépense,déplacements,457.2,7
dépense,déplacements,593.28,7
dépense,déplacements,1048.11,7
dépense,déplacements,336.93,7
dépense,déplacements,1221.37,7
dépense,déplacements,200.23,7
dépense,déplacements,814.17,7
dépense,déplacements,539.3,7
dépense,déplacements,241.19,7
dépense,déplacements,706.36,7
dépense,déplacements,338.52,7
dépense,déplacements,236.76,7
dépense,fonctionnement,272.38,7
dépense,fonctionnement,326.66,7
dépense,fonctionnement,20.35,7
dépense,fonctionnement,82.06,7
dépense,fonctionnement,222.39,7
dépense,fonctionnement,76.87,7
dépense,fonctionnement,25.42,7
dépense,fonctionnement,57.27,7
dépense,fonctionnement,475.76,7
dépense,fonctionnement,40.66,7
dépense,fonctionnement,520.59,7
dépense,fonctionnement,376.62,7
dépense,fonctionnement,119.61,7
dépense,fonctionnement,532.39,7
dépense,fonctionnement,365.91,7
dépense,fonctionnement,358.14,7
dépense,fonctionnement,119.62,7
dépense,fonctionnement,386.25,7
dépense,fonctionnement,301.2,7
dépense,fonctionnement,195.57,7
dépense,fonctionnement,14.87,7
dépense,fonctionnement,477.04,7
dépense,fonctionnement,211.81,7
dépense,fonctionnement,345.77,7
dépense,fonctionnement,347.99,7
dépense,fonctionnement,490.11,7
dépense,fonctionnement,239.13,7
dépense,fonctionnement,487.56,7
dépense,fonctionnement,446.53,7
dépense,fonctionnement,563.13,7
dépense,fonctionnement,186.56,7
dépense,fonctionnement,168.45,7
dépense,fonctionnement,58.05,7
dépense,fonctionnement,147.91,7
dépense,fonctionnement,532.48,7
dépense,fonctionnement,535.36,7
dépense,fonctionnement,351.26,7
dépense,fonctionnement,506.36,7
dépense,salaires,2383.57,7
dépense,salaires,1818.89,7
dépense,salaires,2131.9,7
dépense,salaires,2122.23,7
dépense,salaires,1978.38,7
dépense,salaires,2396.45,7
dépense,salaires,1953.41,7
dépense,salaires,1907.45,7
dépense,salaires,1650.57,7
dépense,salaires,2396.04,7
dépense,salaires,2077.8,7
dépense,salaires,1985.67,7
dépense,salaires,1758.5,7
dépense,salaires,2203.37,7
dépense,salaires,1790.61,7
dépense,salaires,1704.65,7
dépense,salaires,1500.2,7
dépense,salaires,2369.92,7
dépense,salaires,1916.7,7
dépense,salaires,1953.92,7
recette,billetterie,390.0,7
recette,billetterie,150.0,7
recette,billetterie,330.0,7
recette,billetterie,120.0,7
recette,billetterie,30.0,7
recette,billetterie,200.0,7
recette,billetterie,290.0,7
recette,billetterie,170.0,7
recette,billetterie,260.0,7
recette,billetterie,250.0,7
recette,billetterie,360.0,7
recette,billetterie,110.0,7
recette,billetterie,260.0,7
recette,billetterie,110.0,7
recette,billetterie,260.0,7
recette,billetterie,40.0,7
recette,billetterie,210.0,7
recette,billetterie,100.0,7
recette,billetterie,230.0,7
recette,billetterie,200.0,7
recette,billetterie,50.0,7
recette,billetterie,50.0,7
recette,billetterie,10.0,7
recette,billetterie,20.0,7
recette,billetterie,270.0,7
recette,billetterie,300.0,7
recette,billetterie,380.0,7
recette,billetterie,180.0,7
recette,billetterie,330.0,7
recette,billetterie,290.0,7
recette,billetterie,10.0,7
recette,billetterie,160.0,7
recette,billetterie,140.0,7
recette,billetterie,20.0,7
recette,billetterie,160.0,7
recette,billetterie,200.0,7
recette,billetterie,340.0,7
recette,marketing,743.43,7
recette,marketing,620.4,7
recette,marketing,435.06,7
recette,marketing,308.64,7
recette,marketing,618.94,7
recette,marketing,355.83,7
recette,marketing,149.46,7
recette,marketing,730.45,7
recette,marketing,100.57,7
recette,marketing,147.12,7
recette,marketing,351.11,7
recette,marketing,210.25,7
recette,marketing,295.3,7
recette,marketing,771.33,7
recette,marketing,437.89,7
recette,marketing,451.53,7
recette,sponsoring,400.0,7
recette,sponsoring,2400.0,7
recette,sponsoring,2500.0,7
recette,sponsoring,2500.0,7
recette,sponsoring,2000.0,7
recette,sponsoring,400.0,7
recette,sponsoring,2600.0,7
recette,sponsoring,100.0,7
recette,sponsoring,2300.0,7
recette,sponsoring,2300.0,7
recette,sponsoring,2100.0,7
recette,sponsoring,2400.0,7
recette,sponsoring,300.0,7
recette,sponsoring,1900.0,7
recette,sponsoring,100.0,7
recette,sponsoring,700.0,7
recette,sponsoring,1500.0,7
recette,sponsoring,1100.0,7
recette,sponsoring,1900.0,7
recette,sponsoring,2200.0,7
dépense,autres_charges,105.47,8
dépense,autres_charges,231.62,8
dépense,autres_charges,278.1,8
dépense,autres_charges,321.61,8
dépense,autres_charges,100.11,8
dépense,autres_charges,136.97,8
dépense,autres_charges,283.79,8
dépense,autres_charges,220.23,8
dépense,autres_charges,258.34,8
dépense,autres_charges,153.08,8
dépense,autres_charges,232.64,8
dépense,autres_charges,151.84,8
dépense,autres_charges,340.83,8
dépense,autres_charges,291.88,8
dépense,autres_charges,283.93,8
dépense,autres_charges,332.64,8
dépense,autres_charges,133.91,8
dépense,autres_charges,231.65,8
dépense,autres_charges,142.41,8
dépense,autres_charges,100.95,8
dépense,autres_charges,100.64,8
dépense,autres_charges,315.82,8
dépense,autres_charges,293.17,8
dépense,autres_charges,118.92,8
dépense,autres_charges,248.92,8
dépense,autres_charges,100.22,8
dépense,autres_charges,170.24,8
dépense,autres_charges,170.23,8
dépense,autres_charges,311.85,8
dépense,autres_charges,253.25,8
dépense,autres_charges,100.25,8
dépense,autres_charges,292.59,8
dépense,autres_charges,326.58,8
dépense,autres_charges,195.59,8
dépense,déplacements,1200.08,8
dépense,déplacements,576.54,8
dépense,déplacements,496.36,8
dépense,déplacements,1011.17,8
dépense,déplacements,1079.75,8
dépense,déplacements,577.65,8
dépense,déplacements,503.18,8
dépense,déplacements,1010.73,8
dépense,déplacements,774.67,8
dépense,déplacements,607.1,8
dépense,fonctionnement,584.51,8
dépense,fonctionnement,179.32,8
dépense,fonctionnement,533.6,8
dépense,fonctionnement,197.54,8
dépense,fonctionnement,409.32,8
dépense,fonctionnement,563.29,8
dépense,fonctionnement,593.26,8
dépense,fonctionnement,180.02,8
dépense,fonctionnement,72.52,8
dépense,fonctionnement,592.84,8
dépense,fonctionnement,363.19,8
dépense,fonctionnement,264.86,8
dépense,fonctionnement,241.8,8
dépense,fonctionnement,544.74,8
dépense,fonctionnement,255.29,8
dépense,fonctionnement,241.55,8
dépense,fonctionnement,505.21,8
dépense,fonctionnement,282.55,8
dépense,fonctionnement,191.63,8
dépense,fonctionnement,252.16,8
dépense,fonctionnement,260.71,8
dépense,fonctionnement,192.33,8
dépense,fonctionnement,466.96,8
dépense,fonctionnement,36.64,8
dépense,fonctionnement,551.95,8
dépense,fonctionnement,53.42,8
dépense,fonctionnement,283.5,8
dépense,fonctionnement,109.22,8
dépense,fonctionnement,108.28,8
dépense,salaires,2383.57,8
dépense,salaires,1818.89,8
dépense,salaires,2131.9,8
dépense,salaires,2122.23,8
dépense,salaires,1978.38,8
dépense,salaires,2396.45,8
dépense,salaires,1953.41,8
dépense,salaires,1907.45,8
dépense,salaires,1650.57,8
dépense,salaires,2396.04,8
dépense,salaires,2077.8,8
dépense,salaires,1985.67,8
dépense,salaires,1758.5,8
dépense,salaires,2203.37,8
dépense,salaires,1790.61,8
dépense,salaires,1704.65,8
dépense,salaires,1500.2,8
dépense,salaires,2369.92,8
dépense,salaires,1916.7,8
dépense,salaires,1953.92,8
recette,billetterie,180.0,8
recette,billetterie,220.0,8
recette,billetterie,220.0,8
recette,billetterie,110.0,8
recette,billetterie,230.0,8
recette,billetterie,40.0,8
recette,billetterie,20.0,8
recette,billetterie,280.0,8
recette,billetterie,20.0,8
recette,billetterie,270.0,8
recette,billetterie,110.0,8
recette,billetterie,140.0,8
recette,billetterie,60.0,8
recette,billetterie,120.0,8
recette,billetterie,140.0,8
recette,billetterie,30.0,8
recette,billetterie,330.0,8
recette,billetterie,130.0,8
recette,billetterie,40.0,8
recette,billetterie,210.0,8
recette,billetterie,50.0,8
recette,billetterie,350.0,8
recette,billetterie,110.0,8
recette,billetterie,350.0,8
recette,billetterie,270.0,8
recette,billetterie,350.0,8
recette,billetterie,150.0,8
recette,billetterie,370.0,8
recette,billetterie,190.0,8
recette,billetterie,320.0,8
recette,billetterie,300.0,8
recette,billetterie,350.0,8
recette,billetterie,130.0,8
recette,marketing,761.75,8
recette,marketing,410.7,8
recette,marketing,446.52,8
recette,marketing,100.94,8
recette,marketing,179.02,8
recette,marketing,125.26,8
recette,marketing,145.19,8
recette,marketing,240.04,8
recette,marketing,233.77,8
recette,marketing,191.12,8
recette,marketing,316.63,8
recette,marketing,450.29,8
recette,marketing,259.49,8
recette,marketing,168.37,8
recette,sponsoring,2200.0,8
recette,sponsoring,900.0,8
recette,sponsoring,1300.0,8
recette,sponsoring,900.0,8
recette,sponsoring,1900.0,8
recette,sponsoring,2100.0,8
recette,sponsoring,2000.0,8
recette,sponsoring,1500.0,8
recette,sponsoring,1800.0,8
recette,sponsoring,2000.0,8
recette,sponsoring,1500.0,8
recette,sponsoring,1100.0,8
recette,sponsoring,700.0,8
recette,sponsoring,2100.0,8
recette,sponsoring,2500.0,8
recette,sponsoring,1100.0,8
recette,sponsoring,900.0,8
recette,sponsoring,100.0,8
recette,sponsoring,1500.0,8
dépense,autres_charges,100.6,9
dépense,autres_charges,115.06,9
dépense,autres_charges,216.57,9
dépense,autres_charges,123.02,9
dépense,autres_charges,106.04,9
dépense,autres_charges,197.25,9
dépense,autres_charges,287.29,9
dépense,autres_charges,301.19,9
dépense,autres_charges,171.33,9
dépense,autres_charges,202.8,9
dépense,autres_charges,210.33,9
dépense,autres_charges,166.02,9
dépense,autres_charges,193.67,9
dépense,autres_charges,167.34,9
dépense,autres_charges,252.03,9
dépense,autres_charges,324.72,9
dépense,autres_charges,100.89,9
dépense,autres_charges,249.12,9
dépense,autres_charges,100.14,9
dépense,autres_charges,100.17,9
dépense,autres_charges,276.25,9
dépense,autres_charges,198.4,9
dépense,autres_charges,321.32,9
dépense,autres_charges,278.52,9
dépense,autres_charges,100.96,9
dépense,autres_charges,297.84,9
dépense,autres_charges,224.95,9
dépense,autres_charges,165.56,9
dépense,autres_charges,271.69,9
dépense,autres_charges,262.5,9
dépense,autres_charges,128.94,9
dépense,déplacements,1007.26,9
dépense,déplacements,1014.98,9
dépense,déplacements,998.78,9
dépense,déplacements,200.93,9
dépense,déplacements,412.39,9
dépense,déplacements,1061.61,9
dépense,déplacements,259.74,9
dépense,déplacements,559.45,9
dépense,déplacements,300.98,9
dépense,déplacements,1080.09,9
dépense,déplacements,813.99,9
dépense,déplacements,744.0,9
dépense,déplacements,687.32,9
dépense,déplacements,1244.92,9
dépense,déplacements,223.16,9
dépense,déplacements,975.85,9
dépense,déplacements,688.55,9
dépense,déplacements,515.03,9
dépense,déplacements,1096.66,9
dépense,déplacements,427.44,9
dépense,déplacements,542.01,9
dépense,fonctionnement,400.78,9
dépense,fonctionnement,525.57,9
dépense,fonctionnement,471.52,9
dépense,fonctionnement,137.88,9
dépense,fonctionnement,153.73,9
dépense,fonctionnement,490.73,9
dépense,fonctionnement,164.47,9
dépense,fonctionnement,330.06,9
dépense,fonctionnement,266.42,9
dépense,fonctionnement,28.64,9
dépense,fonctionnement,300.29,9
dépense,fonctionnement,590.62,9
dépense,fonctionnement,321.86,9
dépense,fonctionnement,334.77,9
dépense,fonctionnement,115.05,9
dépense,fonctionnement,145.37,9
dépense,fonctionnement,306.73,9
dépense,fonctionnement,458.98,9
dépense,fonctionnement,383.39,9
dépense,fonctionnement,51.37,9
dépense,fonctionnement,470.53,9
dépense,fonctionnement,237.22,9
dépense,fonctionnement,445.57,9
dépense,fonctionnement,177.06,9
dépense,fonctionnement,434.27,9
dépense,fonctionnement,178.31,9
dépense,salaires,2383.57,9
dépense,salaires,1818.89,9
dépense,salaires,2131.9,9
dépense,salaires,2122.23,9
dépense,salaires,1978.38,9
dépense,salaires,2396.45,9
dépense,salaires,1953.41,9
dépense,salaires,1907.45,9
dépense,salaires,1650.57,9
dépense,salaires,2396.04,9
dépense,salaires,2077.8,9
dépense,salaires,1985.67,9
dépense,salaires,1758.5,9
dépense,salaires,2203.37,9
dépense,salaires,1790.61,9
dépense,salaires,1704.65,9
dépense,salaires,1500.2,9
dépense,salaires,2369.92,9
dépense,salaires,1916.7,9
dépense,salaires,1953.92,9
recette,billetterie,330.0,9
recette,billetterie,190.0,9
recette,billetterie,280.0,9
recette,billetterie,230.0,9
recette,billetterie,180.0,9
recette,billetterie,80.0,9
recette,billetterie,60.0,9
recette,billetterie,330.0,9
recette,billetterie,310.0,9
recette,billetterie,310.0,9
recette,billetterie,40.0,9
recette,billetterie,150.0,9
recette,billetterie,390.0,9
recette,billetterie,50.0,9
recette,billetterie,310.0,9
recette,billetterie,220.0,9
recette,billetterie,350.0,9
recette,billetterie,230.0,9
recette,billetterie,80.0,9
recette,billetterie,220.0,9
recette,billetterie,310.0,9
recette,billetterie,340.0,9
recette,billetterie,80.0,9
recette,billetterie,210.0,9
recette,billetterie,90.0,9
recette,billetterie,140.0,9
recette,billetterie,350.0,9
recette,marketing,733.67,9
recette,marketing,298.99,9
recette,marketing,170.39,9
recette,marketing,472.3,9
recette,marketing,617.77,9
recette,marketing,319.21,9
recette,marketing,521.1,9
recette,marketing,185.11,9
recette,marketing,375.39,9
recette,marketing,242.48,9
recette,marketing,518.08,9
recette,marketing,387.04,9
recette,marketing,165.46,9
recette,marketing,610.81,9
recette,marketing,606.4,9
recette,marketing,176.09,9
recette,marketing,618.79,9
recette,marketing,542.69,9
recette,marketing,227.9,9
recette,sponsoring,1500.0,9
recette,sponsoring,900.0,9
recette,sponsoring,1000.0,9
recette,sponsoring,300.0,9
recette,sponsoring,400.0,9
recette,sponsoring,2500.0,9
recette,sponsoring,2100.0,9
recette,sponsoring,100.0,9
recette,sponsoring,1600.0,9
recette,sponsoring,800.0,9
recette,sponsoring,2000.0,9
recette,sponsoring,2000.0,9
recette,sponsoring,1700.0,9
recette,sponsoring,2300.0,9
recette,sponsoring,700.0,9
recette,sponsoring,1600.0,9
recette,sponsoring,1100.0,9
recette,sponsoring,1700.0,9
recette,sponsoring,2000.0,9
recette,sponsoring,900.0,9
recette,sponsoring,2000.0,9
dépense,autres_charges,100.88,10
dépense,autres_charges,181.42,10
dépense,autres_charges,306.2,10
dépense,autres_charges,100.46,10
dépense,autres_charges,269.61,10
dépense,autres_charges,185.09,10
dépense,autres_charges,137.81,10
dépense,autres_charges,210.46,10
dépense,autres_charges,196.41,10
dépense,autres_charges,200.54,10
dépense,autres_charges,119.06,10
dépense,autres_charges,257.73,10
dépense,autres_charges,100.53,10
dépense,autres_charges,100.61,10
dépense,autres_charges,303.54,10
dépense,autres_charges,129.21,10
dépense,autres_charges,111.21,10
dépense,autres_charges,279.34,10
dépense,autres_charges,282.32,10
dépense,autres_charges,117.02,10
dépense,autres_charges,261.53,10
dépense,autres_charges,101.9,10
dépense,autres_charges,100.54,10
dépense,autres_charges,237.08,10
dépense,autres_charges,157.45,10
dépense,autres_charges,104.11,10
dépense,autres_charges,291.12,10
dépense,autres_charges,196.69,10
dépense,autres_charges,297.26,10
dépense,autres_charges,185.82,10
dépense,autres_charges,348.64,10
dépense,autres_charges,306.35,10
dépense,autres_charges,209.82,10
dépense,autres_charges,226.86,10
dépense,autres_charges,199.97,10
dépense,autres_charges,100.91,10
dépense,autres_charges,331.22,10
dépense,autres_charges,216.31,10
dépense,autres_charges,159.89,10
dépense,autres_charges,230.9,10
dépense,autres_charges,181.44,10
dépense,autres_charges,271.42,10
dépense,autres_charges,152.73,10
dépense,autres_charges,100.94,10
dépense,déplacements,822.56,10
dépense,déplacements,207.72,10
dépense,déplacements,463.54,10
dépense,déplacements,1111.21,10
dépense,déplacements,424.74,10
dépense,déplacements,802.36,10
dépense,déplacements,545.53,10
dépense,déplacements,200.36,10
dépense,déplacements,729.14,10
dépense,déplacements,383.56,10
dépense,fonctionnement,53.9,10
dépense,fonctionnement,87.08,10
dépense,fonctionnement,52.09,10
dépense,fonctionnement,299.3,10
dépense,fonctionnement,169.12,10
dépense,fonctionnement,219.05,10
dépense,fonctionnement,312.55,10
dépense,fonctionnement,244.86,10
dépense,fonctionnement,257.69,10
dépense,fonctionnement,512.56,10
dépense,fonctionnement,555.38,10
dépense,fonctionnement,297.43,10
dépense,fonctionnement,288.07,10
dépense,fonctionnement,121.44,10
dépense,fonctionnement,324.12,10
dépense,fonctionnement,450.32,10
dépense,fonctionnement,466.67,10
dépense,fonctionnement,256.62,10
dépense,fonctionnement,549.64,10
dépense,fonctionnement,49.85,10
dépense,fonctionnement,157.59,10
dépense,fonctionnement,315.64,10
dépense,fonctionnement,478.06,10
dépense,fonctionnement,412.3,10
dépense,fonctionnement,126.66,10
dépense,fonctionnement,353.28,10
dépense,salaires,2383.57,10
dépense,salaires,1818.89,10
dépense,salaires,2131.9,10
dépense,salaires,2122.23,10
dépense,salaires,1978.38,10
dépense,salaires,2396.45,10
dépense,salaires,1953.41,10
dépense,salaires,1907.45,10
dépense,salaires,1650.57,10
dépense,salaires,2396.04,10
dépense,salaires,2077.8,10
dépense,salaires,1985.67,10
dépense,salaires,1758.5,10
dépense,salaires,2203.37,10
dépense,salaires,1790.61,10
dépense,salaires,1704.65,10
dépense,salaires,1500.2,10
dépense,salaires,2369.92,10
dépense,salaires,1916.7,10
dépense,salaires,1953.92,10
recette,billetterie,390.0,10
recette,billetterie,240.0,10
recette,billetterie,370.0,10
recette,billetterie,90.0,10
recette,billetterie,300.0,10
recette,billetterie,230.0,10
recette,billetterie,290.0,10
recette,billetterie,140.0,10
recette,billetterie,60.0,10
recette,billetterie,290.0,10
recette,billetterie,340.0,10
recette,billetterie,70.0,10
recette,billetterie,230.0,10
recette,billetterie,310.0,10
recette,billetterie,210.0,10
recette,billetterie,120.0,10
recette,billetterie,160.0,10
recette,billetterie,260.0,10
recette,billetterie,320.0,10
recette,billetterie,360.0,10
recette,billetterie,340.0,10
recette,billetterie,390.0,10
recette,billetterie,330.0,10
recette,billetterie,110.0,10
recette,billetterie,100.0,10
recette,billetterie,50.0,10
recette,billetterie,90.0,10
recette,billetterie,120.0,10
recette,billetterie,220.0,10
recette,billetterie,300.0,10
recette,billetterie,280.0,10
recette,billetterie,330.0,10
recette,marketing,597.11,10
recette,marketing,666.58,10
recette,marketing,234.54,10
recette,marketing,660.51,10
recette,marketing,536.17,10
recette,marketing,107.42,10
recette,marketing,124.46,10
recette,marketing,227.09,10
recette,marketing,123.87,10
recette,marketing,743.41,10
recette,marketing,611.97,10
recette,marketing,442.12,10
recette,marketing,357.14,10
recette,marketing,207.74,10
recette,marketing,748.57,10
recette,marketing,747.93,10
recette,marketing,761.21,10
recette,sponsoring,2300.0,10
recette,sponsoring,200.0,10
recette,sponsoring,1400.0,10
recette,sponsoring,1200.0,10
recette,sponsoring,800.0,10
recette,sponsoring,1300.0,10
recette,sponsoring,300.0,10
recette,sponsoring,1500.0,10
recette,sponsoring,800.0,10
recette,sponsoring,400.0,10
recette,sponsoring,2000.0,10
recette,subventions,36100.0,10
dépense,autres_charges,290.51,11
dépense,autres_charges,300.91,11
dépense,autres_charges,158.93,11
dépense,autres_charges,250.23,11
dépense,autres_charges,130.3,11
dépense,autres_charges,100.86,11
dépense,autres_charges,100.92,11
dépense,autres_charges,143.79,11
dépense,autres_charges,206.11,11
dépense,autres_charges,162.32,11
dépense,autres_charges,203.68,11
dépense,autres_charges,294.13,11
dépense,autres_charges,328.02,11
dépense,autres_charges,158.75,11
dépense,autres_charges,141.82,11
dépense,autres_charges,318.57,11
dépense,autres_charges,201.01,11
dépense,autres_charges,222.91,11
dépense,autres_charges,100.52,11
dépense,autres_charges,224.04,11
dépense,autres_charges,166.9,11
dépense,autres_charges,314.4,11
dépense,autres_charges,126.23,11
dépense,autres_charges,150.71,11
dépense,autres_charges,241.49,11
dépense,autres_charges,100.04,11
dépense,autres_charges,224.81,11
dépense,autres_charges,330.23,11
dépense,autres_charges,193.28,11
dépense,déplacements,955.98,11
dépense,déplacements,546.93,11
dépense,déplacements,851.65,11
dépense,déplacements,1081.89,11
dépense,déplacements,587.9,11
dépense,déplacements,559.33,11
dépense,déplacements,737.64,11
dépense,déplacements,1168.87,11
dépense,déplacements,311.68,11
dépense,déplacements,376.31,11
dépense,déplacements,277.65,11
dépense,déplacements,417.09,11
dépense,déplacements,664.95,11
dépense,déplacements,310.18,11
dépense,déplacements,331.22,11
dépense,déplacements,580.76,11
dépense,déplacements,937.02,11
dépense,déplacements,200.63,11
dépense,fonctionnement,244.82,11
dépense,fonctionnement,417.58,11
dépense,fonctionnement,370.98,11
dépense,fonctionnement,579.43,11
dépense,fonctionnement,262.29,11
dépense,fonctionnement,517.23,11
dépense,fonctionnement,280.51,11
dépense,fonctionnement,76.76,11
dépense,fonctionnement,327.82,11
dépense,fonctionnement,335.51,11
dépense,fonctionnement,84.32,11
dépense,fonctionnement,311.07,11
dépense,fonctionnement,152.02,11
dépense,fonctionnement,131.24,11
dépense,fonctionnement,460.59,11
dépense,fonctionnement,185.14,11
dépense,fonctionnement,367.06,11
dépense,fonctionnement,572.01,11
dépense,fonctionnement,302.69,11
dépense,fonctionnement,403.12,11
dépense,fonctionnement,570.52,11
dépense,fonctionnement,304.07,11
dépense,fonctionnement,46.86,11
dépense,fonctionnement,174.0,11
dépense,fonctionnement,215.01,11
dépense,fonctionnement,419.81,11
dépense,fonctionnement,430.77,11
dépense,fonctionnement,332.68,11
dépense,fonctionnement,58.63,11
dépense,salaires,2383.57,11
dépense,salaires,1818.89,11
dépense,salaires,2131.9,11
dépense,salaires,2122.23,11
dépense,salaires,1978.38,11
dépense,salaires,2396.45,11
dépense,salaires,1953.41,11
dépense,salaires,1907.45,11
dépense,salaires,1650.57,11
dépense,salaires,2396.04,11
dépense,salaires,2077.8,11
dépense,salaires,1985.67,11
dépense,salaires,1758.5,11
dépense,salaires,2203.37,11
dépense,salaires,1790.61,11
dépense,salaires,1704.65,11
dépense,salaires,1500.2,11
dépense,salaires,2369.92,11
dépense,salaires,1916.7,11
dépense,salaires,1953.92,11
recette,billetterie,160.0,11
recette,billetterie,100.0,11
recette,billetterie,130.0,11
recette,billetterie,310.0,11
recette,billetterie,370.0,11
recette,billetterie,230.0,11
recette,billetterie,220.0,11
recette,billetterie,100.0,11
recette,billetterie,230.0,11
recette,billetterie,310.0,11
recette,billetterie,280.0,11
recette,billetterie,360.0,11
recette,billetterie,130.0,11
recette,billetterie,70.0,11
recette,billetterie,280.0,11
recette,billetterie,110.0,11
recette,billetterie,210.0,11
recette,billetterie,380.0,11
recette,billetterie,80.0,11
recette,billetterie,280.0,11
recette,billetterie,240.0,11
recette,billetterie,290.0,11
recette,billetterie,290.0,11
recette,billetterie,130.0,11
recette,billetterie,360.0,11
recette,billetterie,90.0,11
recette,billetterie,210.0,11
recette,billetterie,250.0,11
recette,billetterie,260.0,11
recette,billetterie,270.0,11
recette,billetterie,380.0,11
recette,billetterie,140.0,11
recette,billetterie,110.0,11
recette,billetterie,30.0,11
recette,billetterie,230.0,11
recette,billetterie,120.0,11
recette,marketing,619.9,11
recette,marketing,480.54,11
recette,marketing,176.2,11
recette,marketing,645.8,11
recette,marketing,264.96,11
recette,marketing,766.27,11
recette,marketing,473.04,11
recette,marketing,716.0,11
recette,marketing,340.81,11
recette,marketing,588.27,11
recette,marketing,461.8,11
recette,marketing,707.26,11
recette,marketing,751.43,11
recette,sponsoring,900.0,11
recette,sponsoring,1900.0,11
